id,image_name,image_organ,answer,answer_type,question_type,question,phrase_type
62,images/synpic39086.jpg,"Yes. Yes, multiple <task_related_visual>loop-like structures in the abdomen with air-fluid levels</task_related_visual>, indicative of <task_related_visual>small bowel obstruction</task_related_visual>.",CLOSED,PRES,<task_related>Is/Are there</task_related> <task_related>air fluid levels</task_related> in the patient's <task_related>small bowel</task_related>?,frame
63,images/synpic55245.jpg,"Yes. The mass is present in the region of the midbrain, appearing <task_related_visual>hyperintense on T1-weighted MRI</task_related_visual>, consistent with its location <task_related_visual>near the midbrain</task_related_visual>.",CLOSED,POS,<task_related>Is/Are</task_related> the <task_related>mass</task_related> located <task_related>near/in</task_related> the <task_related>mid brain</task_related>?,para
64,images/synpic55245.jpg,"Yes. The mass is located at the level of the pineal gland, bordered by midbrain structures. It is visualized as <task_related_visual>a hyperintense lesion on T1-weighted MRI</task_related_visual>.",CLOSED,POS,Is/Are the <task_related>mass</task_related> located <task_related>near/in the mid brain</task_related>?,frame
65,images/synpic55245.jpg,"Yes. Yes, a <task_related_visual>mass adjacent to the midbrain suggests compression</task_related_visual>, characterized by a <task_related_visual>hypointense structure on this MRI brain image</task_related_visual>.",CLOSED,PRES,Is the <task_related>mass compressing</task_related> the <task_related>mid brain</task_related> on this section?,freeform
66,images/synpic55245.jpg,"Yes. The midbrain displays <task_related_visual>an expanded, hyperintense region indicative of mass effect</task_related_visual>.",CLOSED,PRES,Is there <task_related>mass compression</task_related> in the patient's <task_related>midbrain</task_related>?,frame
67,images/synpic55245.jpg,Yes. The provided MRI shows a <task_related_visual>hyperintense mass in the right cerebral hemisphere that is compressing adjacent midbrain structures</task_related_visual>.,CLOSED,PRES,Is the <task_related>mass pushing</task_related> on the <task_related>midbrain structures</task_related>?,para
68,images/synpic55245.jpg,"Yes. The MRI shows <task_related_visual>an enlarged mass in the region of the midbrain with effacement of cerebral aqueduct</task_related_visual>, indicating mass effect and compression.",CLOSED,PRES,Is there <task_related>mass compression</task_related> in the patient's <task_related>midbrain</task_related>?,frame
69,images/synpic50962.jpg,no. The midline structures of the brain appear symmetrical with no shift; <task_related_visual>ventricles and sulci are aligned with the midline</task_related_visual>.,CLOSED,PRES,<task_related>Are brain structures</task_related> <task_related>shifted across the midline</task_related>?,para
70,images/synpic50962.jpg,no. The image shows <task_related_visual>no signs of midline shift; the ventricular system and sulci are symmetric between the two hemispheres</task_related_visual>.,CLOSED,PRES,Is/Are there <task_related>midline shift</task_related>?,frame
71,images/synpic50962.jpg,"no. The <task_related_visual>cerebral hemispheres appear symmetrical</task_related_visual> without <task_related_visual>displacement of brain structures across the midline</task_related_visual>, indicating no midline shift.",CLOSED,PRES,Is there a <task_related>midline shift</task_related> of the <task_related>cerebral parenchyma</task_related>?,freeform
72,images/synpic50962.jpg,"no. The brain structures are <task_related_visual>symmetric bilaterally</task_related_visual>, with <task_related_visual>no shift of midline structures visible</task_related_visual>.",CLOSED,PRES,Is/Are there <task_related>midline shift</task_related>?,frame
73,images/synpic22967.jpg,"No. The gallbladder appears <task_related_visual>normal in size</task_related_visual>, seen as the small, fluid-filled structure in the upper right abdomen.",CLOSED,SIZE,Is the <task_related>gallbladder</task_related> large in <task_related>size</task_related>?,para
74,images/synpic22967.jpg,"No. The <task_related_visual>gallbladder appears normal in size</task_related_visual>, without evidence of <task_related_visual>enlargement or distension</task_related_visual> on the provided CT scan.",CLOSED,SIZE,Is/Are the <task_related>gallbladder</task_related> <task_related>large</task_related>?,frame
75,images/synpic22967.jpg,No. The gallbladder is not distended; it appears of <task_related_visual>normal size and shape</task_related_visual> with no evidence of <task_related_visual>enlargement</task_related_visual> on the CT scan.,CLOSED,SIZE,Is the <task_related>gallbladder distended</task_related>?,freeform
76,images/synpic22967.jpg,No. The gallbladder is not distended; it appears <task_related_visual>normal size without signs of wall thickening or pericholecystic fluid</task_related_visual>.,CLOSED,SIZE,Is/Are the <task_related>gallbladder distended</task_related>?,frame
77,images/synpic25821.jpg,"Yes. <task_related_visual>More than 8 ribs are visible</task_related_visual> on both the left and right sides of the chest, shown in this <task_related_visual>chest X-ray</task_related_visual>.",CLOSED,COUNT,Are there <task_related>>8 ribs</task_related> shown in this <task_related>image</task_related>?,para
78,images/synpic25821.jpg,Yes. More than <task_related_visual>8 ribs are visible on both sides of the chest</task_related_visual> in this chest X-ray.,CLOSED,COUNT,<task_related>Are there</task_related> >8 of the <task_related>ribs</task_related>?,frame
79,images/synpic25821.jpg,"Yes. <task_related_visual>More than 8 ribs are visible</task_related_visual>, indicating <task_related_visual>good inspiratory effort</task_related_visual>. Visible are both <task_related_visual>clavicles down to at least the 8th ribs bilaterally</task_related_visual>.",CLOSED,COUNT,<task_related>Are there at least 8 ribs visible</task_related> for <task_related>good inspiratory effort</task_related>?,freeform
80,images/synpic25821.jpg,"Yes. There are <task_related_visual>more than 8 ribs visible bilaterally</task_related_visual> on this chest X-ray, with <task_related_visual>at least 4 clearly discernible on each side</task_related_visual>.",CLOSED,COUNT,<task_related>Are there</task_related> at least <task_related>8 of the ribs</task_related>?,frame
81,images/synpic34947.jpg,"Yes, the cerebellum is visible in the <task_related_visual>lower posterior region</task_related_visual> of the brain within the <task_related_visual>MRI image</task_related_visual>.",CLOSED,ORGAN,<task_related>Is</task_related> this an <task_related>image</task_related> of the <task_related>cerebellum</task_related>?,freeform
82,images/synpic50962.jpg,"Yes, this is a <task_related>transverse section</task_related>. The image shows a <task_related_visual>horizontal view with bilateral symmetry typical of axial brain slices on MRI</task_related_visual>.",CLOSED,PLANE,Is this a <task_related>transverse section</task_related>?,freeform
83,images/synpic34515.jpg,"Yes. The vertebrae display <task_related_visual>typical age-related changes</task_related_visual>, such as <task_related_visual>mild vertebral body height loss</task_related_visual> and some discs showing <task_related_visual>decreased hydration/degeneration</task_related_visual>.",CLOSED,OTHER,Is the patient's <task_related>vertebral body</task_related> indicative of <task_related>normal aging</task_related>?,para
84,images/synpic34515.jpg,"no. The vertebral bodies exhibit <task_related_visual>normal bone density and structure</task_related_visual>, without <task_related_visual>sclerosis, compression, or osteophytes</task_related_visual>.",CLOSED,PRES,Is there any <task_related>degenerative changes</task_related> in the <task_related>vertebral body</task_related>?,freeform
85,images/synpic34515.jpg,no. The <task_related_visual>vertebral bodies appear normal without signs of degeneration</task_related_visual>; their structure is intact with <task_related_visual>normal bone density</task_related_visual>.,CLOSED,PRES,<task_related>Is/Are there degeneration</task_related> in the patient's <task_related>vertebral body</task_related>?,frame
88,images/synpic25534.jpg,"Yes. <task_related_visual>Dilated loops of small bowel, fluid levels visible</task_related_visual>, suggestive of small bowel obstruction.",CLOSED,PRES,Is/Are there <task_related>obstruction</task_related> in the patient's <task_related>small bowel</task_related>?,frame
89,images/synpic30324.jpg,"No. The <task_related_visual>abdominal wall and the small bowel appear normal; no herniation is visible</task_related_visual>, as the <task_related_visual>bowel loops are contained within the abdominal cavity</task_related_visual>.",CLOSED,PRES,Is there <task_related>evidence of herniation</task_related> of the <task_related>small bowel</task_related> into the <task_related>abdominal wall</task_related>?,freeform
90,images/synpic30324.jpg,"No. CT image shows <task_related_visual>no small bowel loops protruding through the abdominal wall</task_related_visual>, indicating <task_related_visual>no herniation</task_related_visual>.",CLOSED,PRES,<task_related>Is/Are there herniation</task_related> <task_related>in the patient's small bowel</task_related> <task_related>through the abdominal wall</task_related>?,frame
91,images/synpic30324.jpg,"No. <task_related_visual>Abdominal wall and contents appear intact</task_related_visual>, with <task_related_visual>no evidence of bowel or other structures protruding through the abdominal wall</task_related_visual>.",CLOSED,PRES,Is there <task_related>evidence</task_related> of an <task_related>abdominal hernia</task_related>?,para
92,images/synpic30324.jpg,No. The <task_related_visual>abdominal wall is intact</task_related_visual> with <task_related_visual>no evidence of bowel herniation</task_related_visual>; bowels are located intra-abdominally.,CLOSED,PRES,<task_related>Is/Are there</task_related> <task_related>herniation</task_related> in the patient's <task_related>small bowel through the abdominal wall</task_related>?,frame
93,images/synpic39088.jpg,"Yes. Yes, <task_related_visual>distinct interfaces between air and fluid levels are visible in the dilated bowel loops</task_related_visual>, characteristic of air-fluid levels.",CLOSED,PRES,<task_related>Are there air-fluid levels</task_related> present on this <task_related>CT radiograph</task_related>?,freeform
94,images/synpic39088.jpg,"Yes. Yes, <task_related_visual>air-fluid levels are seen as horizontal interfaces</task_related_visual> between <task_related_visual>air (radiolucent)</task_related_visual> and <task_related_visual>fluid (radiopaque)</task_related_visual> in the <task_related_visual>bowel loops</task_related_visual>, indicative of obstruction or ileus.",CLOSED,PRES,<task_related>Is/Are there</task_related> <task_related>air fluid levels</task_related> in the patient's <task_related>bowel</task_related>?,frame
95,images/synpic39088.jpg,Yes. The CT scan shows <task_related_visual>multiple round hyperdensities throughout the bowel consistent with air-fluid levels</task_related_visual>.,CLOSED,PRES,Is there <task_related>evidence</task_related> of <task_related>air fluid levels</task_related> in the patient's <task_related>bowel</task_related>?,para
96,images/synpic39088.jpg,"Yes. Yes, there are <task_related_visual>air-fluid levels present, visible as horizontal interfaces within the loops of bowel</task_related_visual>, indicating stratification of air and fluid.",CLOSED,PRES,<task_related>Is/Are</task_related> there <task_related>air fluid levels</task_related> in the patient's <task_related>bowel</task_related>?,frame
97,images/synpic55245.jpg,"Yes. The <task_related_visual>midline shift is towards the right</task_related_visual>, <task_related_visual>displacing brain structures from the left to the right side</task_related_visual>, typical of mass effect.",CLOSED,PRES,<task_related>Have</task_related> brain structures <task_related>crossed the midline</task_related> of the brain?,para
98,images/synpic55245.jpg,"Yes. Yes, there is <task_related_visual>a displacement of brain structures from left to right</task_related_visual>, indicating <task_related_visual>midline shift</task_related_visual>. The asymmetry is visible centrally.",CLOSED,PRES,Is/Are there <task_related>midline shift</task_related>?,frame
99,images/synpic55245.jpg,"Yes, midline shift is evident, as the <task_related_visual>brain structures are asymmetric with the right side displaced towards the left</task_related_visual>.",CLOSED,PRES,Is there <task_related>evidence</task_related> of <task_related>midline shift</task_related> on this MRI?,freeform
100,images/synpic55245.jpg,"Yes. Yes, the <task_related_visual>brain's right-sided structures are shifted leftward</task_related_visual>, indicating a substantial midline shift.",CLOSED,PRES,<task_related>Is/Are</task_related> there <task_related>midline shift</task_related>?,frame
101,images/synpic21776.jpg,"Yes. The <task_related_visual>clavicles are horizontal</task_related_visual> and the <task_related_visual>scapulae are not projected over the lung fields</task_related_visual>, consistent with a PA (posteroanterior) chest radiograph.",CLOSED,PLANE,<task_related>Was</task_related> this <task_related>taken in PA position</task_related>?,freeform
102,images/synpic34713.jpg,"Yes. Yes, <task_related_visual>Rigler's sign present</task_related_visual>, with <task_related_visual>lucency outlining both sides of the bowel wall</task_related_visual>, indicative of pneumoperitoneum.",CLOSED,PRES,Is there <task_related>evidence of air</task_related> in the <task_related>peritoneum</task_related>?,para
103,images/synpic34713.jpg,"Yes. Free air is visible under the <task_related_visual>abdominal wall</task_related_visual>, consistent with <task_related_visual>pneumoperitoneum</task_related_visual> on this axial CT scan of the abdomen.",CLOSED,PRES,<task_related>air</task_related> in the patient's <task_related>peritoneum</task_related>?,frame
104,images/synpic34713.jpg,"Yes. <task_related_visual>Free air is visible beneath the anterior abdominal wall</task_related_visual>, indicating pneumoperitoneum.",CLOSED,PRES,Is there <task_related>air</task_related> in the <task_related>peritoneal cavity</task_related>?,freeform
105,images/synpic34713.jpg,"Yes. Yes, pneumoperitoneum is visible as <task_related_visual>areas of radiolucency in the peritoneal cavity</task_related_visual>, indicating the presence of free air.",CLOSED,PRES,Is/Are there <task_related>air</task_related> in the patient's <task_related>peritoneal cavity</task_related>?,frame
106,images/synpic42245.jpg,"No. No, the <task_related_visual>left hilar region is more opaque and enlarged</task_related_visual> compared to the right, suggesting asymmetry.",CLOSED,ATTRIB,Are the <task_related>hilar soft tissue densities symmetric</task_related>?,freeform
107,images/synpic42245.jpg,no. The right hilum is positioned higher than the left. This is evidenced by the <task_related_visual>difference in vertical alignment between the hila</task_related_visual>.,CLOSED,ATTRIB,Is/Are there <task_related>symmetry</task_related> in the <task_related>patient's hilums</task_related>?,frame
108,images/synpic42245.jpg,no. The <task_related_visual>left hilum appears enlarged</task_related_visual> compared to the <task_related_visual>right hilum</task_related_visual>. This is visible by <task_related_visual>increased soft tissue density and size on the left</task_related_visual>.,CLOSED,SIZE,Are the <task_related>soft tissue densities</task_related> in the <task_related>left hilum</task_related> equivalent in <task_related>size</task_related> to the <task_related>soft tissue densities</task_related> in the <task_related>right hilum</task_related>?,para
109,images/synpic42245.jpg,no. The right hilum appears <task_related_visual>denser and larger</task_related_visual> than the left hilum. This difference in size and density suggests a possible abnormality in the <task_related_visual>right hilum</task_related_visual>.,CLOSED,SIZE,Is/Are there <task_related>equivalent size tissues densities</task_related> in the patient's <task_related>hilums</task_related>?,frame
110,images/synpic16174.jpg,Yes. The descending aorta appears as a <task_related_visual>dark vertical shadow rightward of the spine</task_related_visual>; the <task_related_visual>contour is smooth without visible bulges or irregularities</task_related_visual>.,CLOSED,ATTRIB,Is the <task_related>descending aortic silhouette</task_related> of <task_related>normal contour</task_related>?,para
111,images/synpic16174.jpg,Yes. The descending aortic silhouette appears of <task_related_visual>normal contour and size; there is no visible widening or irregularity</task_related_visual>.,CLOSED,"ATTRIB, SIZE",Is the <task_related>descending aortic silhouette</task_related> of <task_related>normal contour and size</task_related>?,freeform
112,images/synpic16174.jpg,"Yes. The descending aorta is <task_related_visual>tortuous, exhibiting a winding course</task_related_visual> rather than the expected smooth, straight path.",CLOSED,PRES,Is there <task_related>tortuosity of the descending aorta</task_related>?,freeform
113,images/synpic16174.jpg,"Yes. Yes, the <task_related_visual>aortic arch shows curvilinear shadowing indicating tortuosity</task_related_visual>. There's no dilation or aneurysm; the abnormality is the twisted appearance.",CLOSED,PRES,<task_related>Is/Are there tortuosity in</task_related> the patient's <task_related>aorta</task_related>?,frame
114,images/synpic16174.jpg,"Yes. The descending aortic silhouette is within normal limits, with <task_related_visual>no visible enlargement or abnormal widening</task_related_visual> on this chest X-ray.",CLOSED,PRES,Is the <task_related>descending aortic silhouette</task_related> of <task_related>normal size</task_related>?,freeform
115,images/synpic16174.jpg,"Yes. Yes, there is <task_related_visual>a winding or curving of the thoracic aorta</task_related_visual> consistent with tortuosity.",CLOSED,PRES,Is/Are there <task_related>tortuosity</task_related> in the patient's <task_related>aorta</task_related>?,frame
116,images/synpic16174.jpg,"Yes. The descending aortic silhouette has an <task_related_visual>uninterrupted, smoothly tapering contour</task_related_visual> without evidence of <task_related_visual>dilation or enlargement</task_related_visual>.",CLOSED,SIZE,Is the <task_related>descending aortic silhouette</task_related> of <task_related>normal size</task_related>?,para
117,images/synpic34947.jpg,"Yes. This is an axial MRI of the head, showing <task_related_visual>patent vertebral arteries with normal flow voids bilaterally</task_related_visual>.",CLOSED,PRES,Are the <task_related>vertebral arteries patent</task_related> in this section?,freeform
118,images/synpic34947.jpg,"Yes. The vertebral arteries appear as <task_related_visual>flow voids on T1-weighted MRI</task_related_visual>, indicating patency; <task_related_visual>flow voids are visible bilaterally in the foramen transversarium</task_related_visual>.",CLOSED,PRES,Are the <task_related>vertebral arteries patent</task_related>?,frame
119,images/synpic34947.jpg,Yes. The vertebral arteries appear as <task_related_visual>dark flow voids on either side of the midline posterior to the bony spine</task_related_visual>.,CLOSED,PRES,Are the <task_related>vertebral arteries</task_related> in view?,para
120,images/synpic34947.jpg,"Yes. Yes, the <task_related_visual>vertebral arteries are present</task_related_visual>, seen as <task_related_visual>flow voids on this T1-weighted MRI, appearing as dark bilateral tubular structures posterior to the brainstem</task_related_visual>.",CLOSED,PRES,<task_related>Is/Are there</task_related> <task_related>vertebral arteries</task_related>?,frame
